section_id,basin_id,run,ok,lat,lon,station_along_ft,thalweg_elev_ft,bankfull_depth_ft,topbank_depth_ft,d100_above_thalweg_ft
CC-MS-1100_r4_091,CC-MS-1100,4,0,35.24694833774218,-83.18610865979689,5850.0,2313.16,0.0,0.0,4.74
CC-MS-1100_r5_092,CC-MS-1100,5,1,35.2358565818119,-83.18617835795,150.0,2595.61,4.5,11.05,7.55
CC-MS-1100_r5_093,CC-MS-1100,5,1,35.236680757435714,-83.18617906185,450.0,2582.13,5.27,5.86,7.22
CC-MS-1100_r5_094,CC-MS-1100,5,1,35.23743866605984,-83.18579417506702,750.0,2571.92,3.48,4.74,6.31
CC-MS-1100_r5_095,CC-MS-1100,5,1,35.2382521623193,-83.18571204372026,1050.0,2551.73,3.37,9.21,6.03
CC-MS-1100_r5_096,CC-MS-1100,5,0,35.23905410502035,-83.18587418339908,1350.0,2521.03,1.13,11.53,4.84
CC-MS-1100_r5_097,CC-MS-1100,5,1,35.239875566537755,-83.18583973510856,1650.0,2495.43,5.19,13.07,6.31
CC-MS-1100_r5_098,CC-MS-1100,5,1,35.240685063105744,-83.18565006005625,1950.0,2459.59,1.8,3.36,4.81
CC-MS-1100_r5_099,CC-MS-1100,5,0,35.241502965650454,-83.18556945460882,2250.0,2441.4,1.56,8.8,5.22
CC-MS-1100_r5_100,CC-MS-1100,5,0,35.24226317857102,-83.18581211793736,2550.0,2413.71,0.62,5.32,4.99
CC-MS-1100_r5_101,CC-MS-1100,5,1,35.242960132404676,-83.18633572583808,2850.0,2386.6,3.94,13.61,4.98
CC-MS-1100_r5_102,CC-MS-1100,5,1,35.24353666751619,-83.18705710066801,3150.0,2371.26,1.7,2.08,5.11
CC-MS-1100_r6_103,CC-MS-1100,6,1,35.2472550593739,-83.20460932846817,150.0,3401.87,1.77,4.06,6.24
CC-MS-1100_r6_104,CC-MS-1100,6,1,35.246968033919885,-83.20367298456048,450.0,3374.17,3.23,7.24,5.24
CC-MS-1100_r6_105,CC-MS-1100,6,0,35.24661398802426,-83.20276139747352,750.0,3347.66,1.66,11.01,4.11
CC-MS-1100_r6_106,CC-MS-1100,6,1,35.246330543385454,-83.20181395033013,1050.0,3329.93,1.75,1.83,5.22
CC-MS-1100_r6_107,CC-MS-1100,6,1,35.24601241464551,-83.20088383888796,1350.0,3311.49,0.86,1.14,4.81
CC-MS-1100_r6_108,CC-MS-1100,6,0,35.24566541072405,-83.19996819856296,1650.0,3293.39,0.8,11.35,4.62
CC-MS-1100_r6_109,CC-MS-1100,6,1,35.245231669070954,-83.19911033405609,1950.0,3277.87,2.29,3.34,5.62
CC-MS-1100_r6_110,CC-MS-1100,6,1,35.24481058659393,-83.1982435052869,2250.0,3264.15,1.14,1.41,4.89
CC-MS-1100_r6_111,CC-MS-1100,6,1,35.24443600426063,-83.19734431522573,2550.0,3251.05,0.89,2.28,4.73
CC-MS-1100_r6_112,CC-MS-1100,6,1,35.24398979934807,-83.1965018444321,2850.0,3239.27,1.44,2.07,4.39
CC-MS-1100_r6_113,CC-MS-1100,6,0,35.2435997174992,-83.19561731783391,3150.0,3203.4,0.8,15.83,4.93
CC-MS-1100_r6_114,CC-MS-1100,6,1,35.24361251637024,-83.19461139734476,3450.0,3090.58,2.99,4.46,7.36
CC-MS-1100_r6_115,CC-MS-1100,6,1,35.24362419371176,-83.19360398508272,3750.0,2992.98,9.81,11.12,5.33
CC-MS-1100_r6_116,CC-MS-1100,6,1,35.243447056550266,-83.19261914102225,4050.0,2805.2,9.52,11.52,7.48
CC-MS-1100_r6_117,CC-MS-1100,6,1,35.24338252369899,-83.19161276524532,4350.0,2683.06,2.89,9.56,6.07
CC-MS-1100_r6_118,CC-MS-1100,6,1,35.24331799084771,-83.19060638946841,4650.0,2620.41,2.15,5.87,5.69
CC-MS-1100_r6_119,CC-MS-1100,6,1,35.243253457996424,-83.1896000136915,4950.0,2541.38,3.64,7.73,7.28
CC-MS-1100_r6_120,CC-MS-1100,6,1,35.24335522251323,-83.18860135558756,5250.0,2447.77,6.61,8.21,8.52
CC-MS-1100_r6_121,CC-MS-1100,6,1,35.243681797187435,-83.18767451087614,5550.0,2376.59,2.69,4.55,6.99
CC-UP-503_r1_000,CC-UP-503,1,1,35.21618264329852,-83.18404043461629,150.0,3800.21,3.62,8.95,5.98
CC-UP-503_r1_001,CC-UP-503,1,1,35.21685988479378,-83.18460856643124,450.0,3672.52,6.69,7.56,5.27
CC-UP-503_r1_002,CC-UP-503,1,0,35.217667306301166,-83.18461479894903,750.0,3594.52,0.69,2.64,4.32
CC-UP-503_r1_003,CC-UP-503,1,0,35.21837882318007,-83.18412238508407,1050.0,3556.26,0.71,2.88,3.91
CC-UP-503_r1_004,CC-UP-503,1,0,35.218999288761225,-83.18346196402237,1350.0,3525.64,1.2,6.1,3.05
CC-UP-503_r1_005,CC-UP-503,1,1,35.21959601056464,-83.18276565197952,1650.0,3488.66,2.51,4.59,5.0
CC-UP-503_r1_006,CC-UP-503,1,0,35.22019273236807,-83.18206933993669,1950.0,3443.21,0.86,5.04,4.35
CC-UP-503_r1_007,CC-UP-503,1,1,35.22087496654576,-83.18150928960026,2250.0,3415.35,0.97,2.11,4.6
CC-UP-503_r1_008,CC-UP-503,1,0,35.221651314270034,-83.18117244980321,2550.0,3393.09,0.6,2.38,3.5
CC-UP-503_r1_009,CC-UP-503,1,1,35.22247541666806,-83.18118592441733,2850.0,3379.01,0.75,0.95,3.85
CC-UP-503_r1_010,CC-UP-503,1,1,35.22329951906609,-83.18119939903147,3150.0,3364.7,1.39,2.69,3.73
CC-UP-503_r1_011,CC-UP-503,1,0,35.22410898122282,-83.1813757313509,3450.0,3348.2,1.12,7.57,4.3
CC-UP-503_r1_012,CC-UP-503,1,0,35.22488399822883,-83.18170439641204,3750.0,3287.12,0.79,5.22,4.04
CC-UP-503_r1_013,CC-UP-503,1,1,35.22567013335057,-83.18192879986668,4050.0,3240.94,1.67,4.71,4.55
CC-UP-503_r1_014,CC-UP-503,1,1,35.2264824921448,-83.1818178915137,4350.0,3168.46,2.66,7.33,3.55
CC-UP-503_r1_015,CC-UP-503,1,0,35.22729616867137,-83.18190415320045,4650.0,3100.27,1.99,11.18,3.84
CC-UP-503_r1_016,CC-UP-503,1,0,35.22810255999597,-83.18180672219255,4950.0,3064.29,0.53,3.07,3.16
CC-UP-503_r1_017,CC-UP-503,1,1,35.22887855037462,-83.18149863249273,5250.0,3037.98,1.27,4.08,3.4
CC-UP-503_r1_018,CC-UP-503,1,0,35.22960122863386,-83.18191196513311,5550.0,3018.8,0.64,5.28,3.44
CC-UP-503_r1_019,CC-UP-503,1,1,35.23026109362516,-83.18246377552428,5850.0,3006.16,1.28,1.28,3.55
CC-UP-503_r1_020,CC-UP-503,1,1,35.23049845708639,-83.18341763545246,6150.0,2990.34,2.22,3.77,4.61
CC-UP-503_r1_021,CC-UP-503,1,0,35.23094210222731,-83.18426242363816,6450.0,2962.45,0.83,4.91,4.12
CC-UP-503_r1_022,CC-UP-503,1,1,35.2312497140959,-83.18518563055075,6750.0,2947.77,1.97,2.14,5.0
CC-UP-503_r1_023,CC-UP-503,1,0,35.23159496899891,-83.18609934845766,7050.0,2844.38,0.2,0.39,4.4
CC-UP-503_r1_024,CC-UP-503,1,1,35.23196915750529,-83.18699878447903,7350.0,2710.42,3.48,4.49,4.47
CC-UP-503_r2_025,CC-UP-503,2,0,35.2307465103284,-83.19146502588715,150.0,2913.67,0.0,9.16,3.57
CC-UP-503_r2_026,CC-UP-503,2,0,35.23086801637538,-83.19050813476908,450.0,2810.0,0.34,3.44,3.45
CC-UP-503_r2_027,CC-UP-503,2,0,35.23151244400207,-83.18989519228016,750.0,2781.36,0.26,0.26,6.32
CC-UP-503_r2_028,CC-UP-503,2,1,35.232186673661914,-83.18931461764217,1050.0,2764.14,2.49,4.98,2.75
CC-UP-503_r2_029,CC-UP-503,2,0,35.232567929691214,-83.18849313254026,1350.0,2700.63,2.23,14.85,4.6
CC-UP-503_r2_030,CC-UP-503,2,1,35.23259978685554,-83.18748441192795,1650.0,2670.86,3.24,3.77,3.53
CC-UP-503_r3_031,CC-UP-503,3,1,35.224456018186004,-83.20014623523745,150.0,3071.93,6.14,9.47,4.39
CC-UP-503_r3_032,CC-UP-503,3,1,35.22503244549753,-83.19942688147154,450.0,3059.18,2.12,4.48,3.75
CC-UP-503_r3_033,CC-UP-503,3,1,35.225363050478286,-83.19853732470504,750.0,3045.55,0.96,1.53,3.36
CC-UP-503_r3_034,CC-UP-503,3,1,35.225363773511255,-83.19752785008,1050.0,3033.67,0.6,1.87,2.64
CC-UP-503_r3_035,CC-UP-503,3,1,35.225563777872345,-83.19657469344918,1350.0,3020.63,1.37,4.64,3.19
CC-UP-503_r3_036,CC-UP-503,3,1,35.2259183770936,-83.19569848208369,1650.0,3009.42,1.98,5.51,2.83
CC-UP-503_r3_037,CC-UP-503,3,1,35.22648049925394,-83.19505931779615,1950.0,2997.33,1.97,3.12,3.75
CC-UP-503_r3_038,CC-UP-503,3,1,35.226770494635,-83.19412958402243,2250.0,2987.66,1.55,2.09,4.39
CC-UP-503_r3_039,CC-UP-503,3,1,35.22749529505881,-83.19366758557487,2550.0,2980.36,1.33,1.6,3.84
CC-UP-503_r3_040,CC-UP-503,3,0,35.2280647284115,-83.19297454764454,2850.0,2972.38,0.51,5.26,2.7
CC-UP-503_r3_041,CC-UP-503,3,1,35.22881191209128,-83.19259195258492,3150.0,2963.42,1.92,5.8,4.49
CC-UP-503_r3_042,CC-UP-503,3,1,35.22963467546584,-83.19264336930169,3450.0,2936.64,3.33,5.68,3.94
CC-UP-503_r3_043,CC-UP-503,3,1,35.23038196826891,-83.19223020223568,3750.0,2925.13,3.53,4.68,4.07
CC-UP-503_r4_044,CC-UP-503,4,1,35.242866354842484,-83.21288749371024,150.0,3585.79,1.06,3.65,3.9
CC-UP-503_r4_045,CC-UP-503,4,1,35.24204366652746,-83.21282687113072,450.0,3571.56,7.29,7.29,3.75
CC-UP-503_r4_046,CC-UP-503,4,1,35.241221809396365,-83.21279682716394,750.0,3556.21,3.37,3.74,4.13
CC-UP-503_r4_047,CC-UP-503,4,1,35.240404234875996,-83.2129243371273,1050.0,3543.52,2.83,3.99,2.37
CC-UP-503_r4_048,CC-UP-503,4,0,35.23958384714434,-83.21299707004995,1350.0,3531.65,0.61,3.28,2.7
CC-UP-503_r4_049,CC-UP-503,4,1,35.23877410878604,-83.21288717667254,1650.0,3518.26,2.45,7.84,3.91
CC-UP-503_r4_050,CC-UP-503,4,0,35.2381035105776,-83.21231977761595,1950.0,3497.6,2.46,9.85,3.38
CC-UP-503_r4_051,CC-UP-503,4,1,35.23738041851107,-83.21183538317754,2250.0,3477.83,2.89,3.46,4.49
CC-UP-503_r4_052,CC-UP-503,4,0,35.236657326444536,-83.21135098873914,2550.0,3464.93,2.39,9.59,5.05
CC-UP-503_r4_053,CC-UP-503,4,1,35.236009689661095,-83.2107837574074,2850.0,3378.37,6.89,10.62,4.53
CC-UP-503_r4_054,CC-UP-503,4,1,35.235848843418786,-83.20980283088244,3150.0,3286.14,2.04,6.93,3.91
CC-UP-503_r4_055,CC-UP-503,4,1,35.23582120944293,-83.20879422733874,3450.0,3204.84,6.13,14.6,3.39
CC-UP-503_r4_056,CC-UP-503,4,0,35.235800390167455,-83.20778507445166,3750.0,3172.11,1.22,5.08,3.12
CC-UP-503_r4_057,CC-UP-503,4,0,35.23577957089198,-83.20677592156459,4050.0,3145.22,1.28,8.2,2.77
CC-UP-503_r4_058,CC-UP-503,4,1,35.235567012579025,-83.20581219376574,4350.0,3123.18,1.96,2.1,3.23
CC-UP-503_r4_059,CC-UP-503,4,1,35.23536952440833,-83.20484026399875,4650.0,3105.46,1.06,2.24,3.03
CC-UP-503_r4_060,CC-UP-503,4,1,35.23528296765818,-83.20383637150455,4950.0,3089.56,1.89,2.47,3.04
CC-UP-503_r4_061,CC-UP-503,4,1,35.23510477853786,-83.20285495179084,5250.0,3075.27,0.87,1.36,3.06
CC-UP-503_r4_062,CC-UP-503,4,0,35.234846716097,-83.20189750880738,5550.0,3062.43,0.23,1.44,2.3
CC-UP-503_r4_063,CC-UP-503,4,0,35.23452445236654,-83.20096840313039,5850.0,3049.62,1.35,9.01,3.51
CC-UP-503_r4_064,CC-UP-503,4,1,35.234311843687735,-83.2000036237854,6150.0,3038.13,2.05,5.01,2.45
CC-UP-503_r4_065,CC-UP-503,4,1,35.234215227530754,-83.19900110902697,6450.0,3024.94,1.23,1.96,3.13
CC-UP-503_r4_066,CC-UP-503,4,0,35.23402943126735,-83.19802878154192,6750.0,3012.69,0.69,4.97,2.57
CC-UP-503_r4_067,CC-UP-503,4,1,35.233711090924224,-83.19709884601752,7050.0,2994.04,4.17,7.49,3.92
CC-UP-503_r4_068,CC-UP-503,4,1,35.23346073815833,-83.19613707056526,7350.0,2978.8,0.55,1.53,2.65
CC-UP-503_r4_069,CC-UP-503,4,0,35.23321038539243,-83.19517529511297,7650.0,2966.6,0.22,0.22,4.97
CC-UP-503_r4_070,CC-UP-503,4,0,35.232845479321085,-83.19427676169987,7950.0,2957.39,0.05,0.05,2.99
CC-UP-503_r4_071,CC-UP-503,4,0,35.232363708826256,-83.19346964216054,8250.0,2947.04,0.36,3.62,2.72
CC-UP-503_r4_072,CC-UP-503,4,0,35.23175162254269,-83.19279363362458,8550.0,2931.73,7.14,18.16,3.7
CC-UP-503_r4_073,CC-UP-503,4,1,35.231139536259114,-83.19211762508861,8850.0,2921.16,1.3,3.01,3.5
CC-UP-503_r5_074,CC-UP-503,5,1,35.210288101037406,-83.20672113602875,150.0,3877.05,2.05,5.34,3.62
CC-UP-503_r5_075,CC-UP-503,5,0,35.21107518618971,-83.20645752131956,450.0,3831.02,1.42,6.12,3.8
CC-UP-503_r5_076,CC-UP-503,5,0,35.21182137352939,-83.20602888300071,750.0,3796.61,0.7,13.87,2.67
CC-UP-503_r5_077,CC-UP-503,5,1,35.21256756086907,-83.20560024468186,1050.0,3757.03,1.26,2.77,4.01
CC-UP-503_r5_078,CC-UP-503,5,1,35.2131550783436,-83.20493567045422,1350.0,3719.85,1.35,2.72,4.08
CC-UP-503_r5_079,CC-UP-503,5,1,35.21364147928696,-83.20412073988355,1650.0,3674.03,5.98,6.73,3.87
CC-UP-503_r5_080,CC-UP-503,5,1,35.21402597765146,-83.20323956072387,1950.0,3557.93,1.19,2.54,3.63
CC-UP-503_r5_081,CC-UP-503,5,1,35.21430445669284,-83.2022894566102,2250.0,3519.49,1.32,1.51,4.05
CC-UP-503_r5_082,CC-UP-503,5,1,35.21462653200103,-83.20136374331324,2550.0,3483.47,5.22,6.1,4.89
CC-UP-503_r5_083,CC-UP-503,5,1,35.215030510375065,-83.20048385234956,2850.0,3450.95,1.45,2.11,2.6
CC-UP-503_r5_084,CC-UP-503,5,0,35.21559091385492,-83.19974423453398,3150.0,3426.36,0.2,1.29,3.39
CC-UP-503_r5_085,CC-UP-503,5,1,35.2162775190413,-83.19921354189847,3450.0,3402.44,2.63,8.67,3.34
CC-UP-503_r5_086,CC-UP-503,5,0,35.21708058795884,-83.19907787129604,3750.0,3375.86,0.15,3.48,3.97
CC-UP-503_r5_087,CC-UP-503,5,1,35.21783550888198,-83.19868868201173,4050.0,3345.11,7.58,11.17,3.55
CC-UP-503_r5_088,CC-UP-503,5,1,35.21865611701731,-83.1986330771635,4350.0,3325.6,0.97,2.6,3.56
CC-UP-503_r5_089,CC-UP-503,5,1,35.21944490125172,-83.1988940506973,4650.0,3304.93,3.15,5.11,3.88
CC-UP-503_r5_090,CC-UP-503,5,1,35.220238451847855,-83.19906444490478,4950.0,3275.45,6.06,8.94,4.61
CC-UP-503_r5_091,CC-UP-503,5,0,35.2210552110225,-83.19906615420274,5250.0,3246.05,4.0,21.27,4.81
CC-UP-503_r5_092,CC-UP-503,5,0,35.22185475650498,-83.19929904187016,5550.0,3216.69,1.1,9.72,4.04
CC-UP-503_r5_093,CC-UP-503,5,1,35.22258365731936,-83.19976457619191,5850.0,3165.64,5.52,7.75,5.64
CC-UP-503_r5_094,CC-UP-503,5,1,35.22332079405154,-83.2002047542661,6150.0,3108.63,5.54,7.52,4.19
CC-UP-503_r5_095,CC-UP-503,5,1,35.22408140865439,-83.20053575098488,6450.0,3081.07,0.73,1.14,3.28
CC-UP-503_r6_096,CC-UP-503,6,1,35.211020524062526,-83.21186634173169,150.0,3973.55,2.19,4.22,4.69
CC-UP-503_r6_097,CC-UP-503,6,0,35.21179337968338,-83.21152171330567,450.0,3906.18,0.39,0.63,3.02
CC-UP-503_r6_098,CC-UP-503,6,1,35.212536449050376,-83.21108502466869,750.0,3827.57,4.03,4.43,4.31
CC-UP-503_r6_099,CC-UP-503,6,0,35.21327951841737,-83.21064833603171,1050.0,3761.25,0.46,0.67,3.73
CC-UP-503_r6_100,CC-UP-503,6,0,35.214049984031085,-83.21030390921085,1350.0,3700.11,1.41,6.87,3.27
CC-UP-503_r6_101,CC-UP-503,6,0,35.21486348466044,-83.21017685912616,1650.0,3639.91,0.32,5.77,3.34
CC-UP-503_r6_102,CC-UP-503,6,1,35.21566365632393,-83.21030730145225,1950.0,3564.78,3.49,4.57,4.59
CC-UP-503_r6_103,CC-UP-503,6,1,35.21645934347813,-83.2102009990594,2250.0,3528.18,0.61,1.16,2.73
CC-UP-503_r6_104,CC-UP-503,6,1,35.21723010139344,-83.20984348718854,2550.0,3489.01,2.24,6.59,2.95
CC-UP-503_r6_105,CC-UP-503,6,1,35.218033456854904,-83.20968254467853,2850.0,3446.86,1.9,6.54,5.16
CC-UP-503_r6_106,CC-UP-503,6,0,35.218826661212,-83.20967966469551,3150.0,3421.47,0.45,2.35,3.43
CC-UP-503_r6_107,CC-UP-503,6,0,35.21951802140508,-83.20916572107028,3450.0,3397.93,1.3,8.96,4.07
CC-UP-503_r6_108,CC-UP-503,6,0,35.2202262553432,-83.20867852143809,3750.0,3353.93,1.32,8.44,4.35
CC-UP-503_r6_109,CC-UP-503,6,1,35.22067737174939,-83.2078337805324,4050.0,3293.59,6.36,8.88,4.62
CC-UP-503_r6_110,CC-UP-503,6,1,35.22130045550389,-83.20719181003871,4350.0,3263.8,0.86,2.6,3.91
CC-UP-503_r6_111,CC-UP-503,6,1,35.22194870280328,-83.2065795437039,4650.0,3228.93,1.23,3.92,4.21
CC-UP-503_r6_112,CC-UP-503,6,1,35.2223986607502,-83.20573378693634,4950.0,3196.3,4.8,12.52,4.66
CC-UP-503_r6_113,CC-UP-503,6,1,35.22302619595615,-83.20508795261853,5250.0,3171.01,2.53,2.67,3.14
CC-UP-503_r6_114,CC-UP-503,6,1,35.22342355232626,-83.20428838482152,5550.0,3149.04,1.7,2.89,3.98
CC-UP-503_r6_115,CC-UP-503,6,1,35.223233635838,-83.2033359656608,5850.0,3126.01,0.9,1.57,4.02
CC-UP-503_r6_116,CC-UP-503,6,0,35.22355755374245,-83.20245575672037,6150.0,3112.14,0.37,4.06,3.65
CC-UP-503_r6_117,CC-UP-503,6,1,35.224110641564344,-83.20179149915842,6450.0,3101.06,1.94,5.41,4.83
CC-UP-503_r6_118,CC-UP-503,6,1,35.22417743283002,-83.20078534446537,6750.0,3084.74,1.8,4.16,2.95
CC-COX-097_r0_000,CC-COX-097,0,1,35.293801934648634,-83.20674806071818,150.0,2591.61,0.67,0.72,2.37
CC-COX-097_r0_001,CC-COX-097,0,1,35.2944080119459,-83.20606397815457,450.0,2545.79,0.71,0.72,2.62
CC-COX-097_r0_002,CC-COX-097,0,1,35.2951108068926,-83.20553862118942,750.0,2509.42,0.98,2.04,2.41
CC-COX-097_r0_003,CC-COX-097,0,1,35.29561293559059,-83.20478467568194,1050.0,2469.51,2.24,3.74,3.08
CC-COX-097_r0_004,CC-COX-097,0,0,35.29560365183961,-83.20377882692516,1350.0,2440.02,0.02,6.59,2.18
CC-COX-097_r0_005,CC-COX-097,0,1,35.29564735179703,-83.2027787416541,1650.0,2407.44,1.82,2.51,2.55
CC-COX-097_r0_006,CC-COX-097,0,1,35.295838661522446,-83.20179683886731,1950.0,2379.68,2.08,2.27,3.32
CC-COX-097_r0_007,CC-COX-097,0,1,35.29602997124786,-83.20081493608052,2250.0,2354.54,0.86,1.53,1.91
CC-COX-097_r0_008,CC-COX-097,0,1,35.29619048146953,-83.1998325469176,2550.0,2327.92,1.45,2.49,2.59
CC-COX-097_r0_009,CC-COX-097,0,0,35.2960199035722,-83.1988449293148,2850.0,2307.01,1.3,4.66,2.49
CC-COX-097_r0_010,CC-COX-097,0,1,35.29595455950218,-83.19784387380138,3150.0,2288.73,1.27,1.74,2.36
CC-COX-097_r0_011,CC-COX-097,0,1,35.295890523405426,-83.19684659195114,3450.0,2270.85,1.72,2.49,2.29
CC-COX-097_r0_012,CC-COX-097,0,0,35.295595940519135,-83.19593151136081,3750.0,2257.2,0.44,3.08,1.25
CC-COX-097_r0_013,CC-COX-097,0,1,35.2956317475564,-83.19492298951144,4050.0,2240.66,1.44,2.46,2.36
CC-COX-097_r0_014,CC-COX-097,0,1,35.29558533210026,-83.19393288873154,4350.0,2227.55,0.87,0.97,2.46
CC-COX-097_r0_015,CC-COX-097,0,0,35.29576606918943,-83.19295236773152,4650.0,2217.28,0.08,0.08,1.32
CC-COX-097_r0_016,CC-COX-097,0,1,35.29577135142373,-83.19194907949232,4950.0,2203.54,1.09,2.26,2.98
CC-COX-097_r0_017,CC-COX-097,0,0,35.29584549222234,-83.19095769960546,5250.0,2195.26,0.06,0.45,0.73
CC-COX-097_r0_018,CC-COX-097,0,0,35.29629761755796,-83.19012379397185,5550.0,2184.84,0.31,0.57,2.37
CC-COX-097_r0_019,CC-COX-097,0,1,35.29674883326642,-83.18929092170525,5850.0,2173.7,1.59,1.59,3.07
CC-COX-097_r0_020,CC-COX-097,0,1,35.296961731336594,-83.1883157078805,6150.0,2166.94,1.12,1.12,2.41
CC-COX-097_r0_021,CC-COX-097,0,1,35.29728008258875,-83.187408474612,6450.0,2159.28,1.84,2.16,2.85
CC-COX-097_r0_022,CC-COX-097,0,1,35.297815858250885,-83.18664140432438,6750.0,2149.57,0.97,1.38,1.66
CC-COX-097_r0_023,CC-COX-097,0,1,35.29835163391302,-83.18587433403674,7050.0,2140.71,1.26,1.85,3.13
CC-COX-097_r0_024,CC-COX-097,0,1,35.299070103320695,-83.18539693514147,7350.0,2129.77,1.75,3.07,2.5
CC-COX-097_r0_025,CC-COX-097,0,1,35.29963481146539,-83.18473130797966,7650.0,2121.25,2.63,4.13,2.58
CC-COX-097_r0_026,CC-COX-097,0,0,35.30028796834366,-83.18412092380406,7950.0,2114.94,0.31,0.83,1.78
CC-COX-097_r0_027,CC-COX-097,0,0,35.300810350268456,-83.18337588672244,8250.0,2100.86,0.36,2.47,2.32
CC-COX-097_r1_028,CC-COX-097,1,1,35.29973493248552,-83.18250219871234,150.0,2100.96,3.26,4.24,1.4
CC-LB-171_r0_000,CC-LB-171,0,0,35.3086573879327,-83.18794262627664,150.0,2099.07,0.0,0.0,5.03
CC-LB-171_r1_001,CC-LB-171,1,1,35.2956557347511,-83.21784031675003,150.0,2611.34,2.76,5.45,3.08
CC-LB-171_r1_002,CC-LB-171,1,1,35.29624310078895,-83.21715843651091,450.0,2560.29,4.21,5.88,4.29
CC-LB-171_r1_003,CC-LB-171,1,1,35.29664693596478,-83.21627844693816,750.0,2521.94,1.73,1.82,2.94
CC-LB-171_r1_004,CC-LB-171,1,0,35.29705077114061,-83.2153984573654,1050.0,2479.91,0.0,0.0,4.73
CC-LB-171_r1_005,CC-LB-171,1,1,35.297379827834924,-83.2144743568645,1350.0,2445.04,3.42,4.54,4.56
CC-LB-171_r1_006,CC-LB-171,1,0,35.29768979597587,-83.21353899625522,1650.0,2423.44,0.67,3.05,2.79
CC-LB-171_r1_007,CC-LB-171,1,1,35.298207585211415,-83.21275679923407,1950.0,2396.93,1.57,4.3,3.42
CC-LB-171_r1_008,CC-LB-171,1,1,35.2985265105979,-83.21183349625228,2250.0,2374.29,1.14,1.59,3.25
CC-LB-171_r1_009,CC-LB-171,1,1,35.29887279604347,-83.21092256323307,2550.0,2353.23,1.78,5.01,2.51
CC-LB-171_r1_010,CC-LB-171,1,0,35.29921945877139,-83.21001332593207,2850.0,2330.73,1.17,6.26,3.58
CC-LB-171_r1_011,CC-LB-171,1,1,35.29942301598564,-83.20904622851413,3150.0,2313.94,2.57,3.43,2.45
CC-LB-171_r1_012,CC-LB-171,1,1,35.29940718704596,-83.20803693969627,3450.0,2298.29,1.3,3.02,2.31
CC-LB-171_r1_013,CC-LB-171,1,0,35.299795729592034,-83.20720024597179,3750.0,2290.16,0.1,0.64,2.21
CC-LB-171_r1_014,CC-LB-171,1,1,35.300439420881744,-83.20656981278074,4050.0,2269.82,1.72,2.57,3.01
CC-LB-171_r1_015,CC-LB-171,1,1,35.30104818069107,-83.20591284596576,4350.0,2258.56,2.63,4.76,2.53
CC-LB-171_r1_016,CC-LB-171,1,1,35.30178439754477,-83.205461698211,4650.0,2245.66,1.44,2.2,2.96
CC-LB-171_r1_017,CC-LB-171,1,1,35.30245601040135,-83.20489837312176,4950.0,2232.56,3.08,3.44,4.25
CC-LB-171_r1_018,CC-LB-171,1,0,35.30316859256333,-83.20440941381932,5250.0,2218.37,0.68,3.71,2.77
CC-LB-171_r1_019,CC-LB-171,1,1,35.30369478018179,-83.20363471259826,5550.0,2210.11,1.89,1.95,3.39
CC-LB-171_r1_020,CC-LB-171,1,1,35.304163900991355,-83.20280472309173,5850.0,2201.13,0.94,2.48,3.16
CC-LB-171_r1_021,CC-LB-171,1,0,35.304633021800925,-83.2019747335852,6150.0,2186.66,0.89,4.12,2.83
CC-LB-171_r1_022,CC-LB-171,1,1,35.305046702898146,-83.20110306680871,6450.0,2178.59,0.62,1.75,2.76
CC-LB-171_r1_023,CC-LB-171,1,1,35.305437616236254,-83.20021440906498,6750.0,2170.69,1.36,1.9,2.71
CC-LB-171_r1_024,CC-LB-171,1,1,35.3057840761796,-83.1992984597613,7050.0,2163.08,1.0,2.07,2.2
CC-LB-171_r1_025,CC-LB-171,1,1,35.30613053612294,-83.19838251045762,7350.0,2154.99,1.92,2.67,3.18
CC-LB-171_r1_026,CC-LB-171,1,1,35.306395191710166,-83.19742902183856,7650.0,2148.62,1.6,1.67,2.05
CC-LB-171_r1_027,CC-LB-171,1,1,35.30659397618668,-83.19645051217188,7950.0,2138.13,2.84,7.63,2.86
CC-LB-171_r1_028,CC-LB-171,1,1,35.3066862536295,-83.19545011544791,8250.0,2131.66,2.9,3.75,3.48
CC-LB-171_r1_029,CC-LB-171,1,0,35.30673323476823,-83.19444368412778,8550.0,2124.89,1.1,6.5,3.41
CC-LB-171_r1_030,CC-LB-171,1,1,35.30691329370466,-83.19345859467174,8850.0,2118.15,1.42,2.28,3.3
CC-LB-171_r1_031,CC-LB-171,1,1,35.30709335264108,-83.19247350521569,9150.0,2110.08,1.54,2.8,4.07
CC-LB-171_r1_032,CC-LB-171,1,1,35.30722619877547,-83.19147766785377,9450.0,2105.66,1.69,4.47,3.69
CC-LB-171_r1_033,CC-LB-171,1,1,35.30734714544877,-83.19047912160188,9750.0,2099.27,0.62,1.1,1.66
CC-LB-171_r1_034,CC-LB-171,1,0,35.30765500801853,-83.18954620127502,10050.0,2092.04,0.9,10.0,3.16
CC-LB-171_r1_035,CC-LB-171,1,0,35.307984326019266,-83.18862081392172,10350.0,2087.06,1.3,10.91,3.14
