basin_id,Tc_min,wetness,posture,duration,rain_in,note
CC-SPD-1830,62,0.15,WATCH,6h,4.27,
CC-SPD-1830,62,0.15,WATCH,12h,4.72,
CC-SPD-1830,62,0.15,WATCH,24h,4.99,
CC-SPD-1830,62,0.15,WATCH,48h,5.17,
CC-SPD-1830,62,0.15,WATCH,TypeII-24h-design,4.98,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,0.15,WARNING,1h,4.74,
CC-SPD-1830,62,0.15,WARNING,2h,5.01,
CC-SPD-1830,62,0.15,WARNING,3h,5.5,
CC-SPD-1830,62,0.15,WARNING,6h,6.28,
CC-SPD-1830,62,0.15,WARNING,12h,7.03,
CC-SPD-1830,62,0.15,WARNING,24h,7.53,
CC-SPD-1830,62,0.15,WARNING,48h,7.87,
CC-SPD-1830,62,0.15,WARNING,TypeII-24h-design,7.0,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,0.15,EMERGENCY,1h,6.72,
CC-SPD-1830,62,0.15,EMERGENCY,2h,7.28,
CC-SPD-1830,62,0.15,EMERGENCY,3h,8.01,
CC-SPD-1830,62,0.15,EMERGENCY,6h,9.65,
CC-SPD-1830,62,0.15,EMERGENCY,12h,10.92,
CC-SPD-1830,62,0.15,EMERGENCY,24h,11.86,
CC-SPD-1830,62,0.15,EMERGENCY,48h,12.52,
CC-SPD-1830,62,0.15,EMERGENCY,TypeII-24h-design,10.13,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,0.35,WATCH,1h,2.75,
CC-SPD-1830,62,0.35,WATCH,2h,2.83,
CC-SPD-1830,62,0.35,WATCH,3h,3.04,
CC-SPD-1830,62,0.35,WATCH,6h,3.45,
CC-SPD-1830,62,0.35,WATCH,12h,3.79,
CC-SPD-1830,62,0.35,WATCH,24h,4.03,
CC-SPD-1830,62,0.35,WATCH,48h,4.19,
CC-SPD-1830,62,0.35,WATCH,TypeII-24h-design,4.0,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,0.35,WARNING,1h,3.88,
CC-SPD-1830,62,0.35,WARNING,2h,4.13,
CC-SPD-1830,62,0.35,WARNING,3h,4.57,
CC-SPD-1830,62,0.35,WARNING,6h,5.27,
CC-SPD-1830,62,0.35,WARNING,12h,5.92,
CC-SPD-1830,62,0.35,WARNING,24h,6.36,
CC-SPD-1830,62,0.35,WARNING,48h,6.66,
CC-SPD-1830,62,0.35,WARNING,TypeII-24h-design,5.77,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,0.35,EMERGENCY,1h,5.69,
CC-SPD-1830,62,0.35,EMERGENCY,2h,6.23,
CC-SPD-1830,62,0.35,EMERGENCY,3h,6.8,
CC-SPD-1830,62,0.35,EMERGENCY,6h,8.39,
CC-SPD-1830,62,0.35,EMERGENCY,12h,9.57,
CC-SPD-1830,62,0.35,EMERGENCY,24h,10.45,
CC-SPD-1830,62,0.35,EMERGENCY,48h,11.07,
CC-SPD-1830,62,0.35,EMERGENCY,TypeII-24h-design,8.66,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,0.5,WATCH,1h,2.31,
CC-SPD-1830,62,0.5,WATCH,2h,2.39,
CC-SPD-1830,62,0.5,WATCH,3h,2.58,
CC-SPD-1830,62,0.5,WATCH,6h,2.93,
CC-SPD-1830,62,0.5,WATCH,12h,3.23,
CC-SPD-1830,62,0.5,WATCH,24h,3.45,
CC-SPD-1830,62,0.5,WATCH,48h,3.59,
CC-SPD-1830,62,0.5,WATCH,TypeII-24h-design,3.38,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,0.5,WARNING,1h,3.35,
CC-SPD-1830,62,0.5,WARNING,2h,3.59,
CC-SPD-1830,62,0.5,WARNING,3h,3.97,
CC-SPD-1830,62,0.5,WARNING,6h,4.65,
CC-SPD-1830,62,0.5,WARNING,12h,5.22,
CC-SPD-1830,62,0.5,WARNING,24h,5.62,
CC-SPD-1830,62,0.5,WARNING,48h,5.91,
CC-SPD-1830,62,0.5,WARNING,TypeII-24h-design,5.0,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,0.5,EMERGENCY,1h,5.03,
CC-SPD-1830,62,0.5,EMERGENCY,2h,5.57,
CC-SPD-1830,62,0.5,EMERGENCY,3h,6.04,
CC-SPD-1830,62,0.5,EMERGENCY,6h,7.6,
CC-SPD-1830,62,0.5,EMERGENCY,12h,8.72,
CC-SPD-1830,62,0.5,EMERGENCY,24h,9.57,
CC-SPD-1830,62,0.5,EMERGENCY,48h,10.14,
CC-SPD-1830,62,0.5,EMERGENCY,TypeII-24h-design,7.74,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,0.7,WATCH,1h,1.82,
CC-SPD-1830,62,0.7,WATCH,2h,1.9,
CC-SPD-1830,62,0.7,WATCH,3h,2.06,
CC-SPD-1830,62,0.7,WATCH,6h,2.35,
CC-SPD-1830,62,0.7,WATCH,12h,2.61,
CC-SPD-1830,62,0.7,WATCH,24h,2.79,
CC-SPD-1830,62,0.7,WATCH,48h,2.92,
CC-SPD-1830,62,0.7,WATCH,TypeII-24h-design,2.67,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,0.7,WARNING,1h,2.75,
CC-SPD-1830,62,0.7,WARNING,2h,2.97,
CC-SPD-1830,62,0.7,WARNING,3h,3.27,
CC-SPD-1830,62,0.7,WARNING,6h,3.91,
CC-SPD-1830,62,0.7,WARNING,12h,4.42,
CC-SPD-1830,62,0.7,WARNING,24h,4.79,
CC-SPD-1830,62,0.7,WARNING,48h,5.05,
CC-SPD-1830,62,0.7,WARNING,TypeII-24h-design,4.13,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,0.7,EMERGENCY,1h,4.28,
CC-SPD-1830,62,0.7,EMERGENCY,2h,4.81,
CC-SPD-1830,62,0.7,EMERGENCY,3h,5.17,
CC-SPD-1830,62,0.7,EMERGENCY,6h,6.7,
CC-SPD-1830,62,0.7,EMERGENCY,12h,7.76,
CC-SPD-1830,62,0.7,EMERGENCY,24h,8.52,
CC-SPD-1830,62,0.7,EMERGENCY,48h,9.06,
CC-SPD-1830,62,0.7,EMERGENCY,TypeII-24h-design,6.69,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,0.85,WATCH,1h,1.5,
CC-SPD-1830,62,0.85,WATCH,2h,1.58,
CC-SPD-1830,62,0.85,WATCH,3h,1.73,
CC-SPD-1830,62,0.85,WATCH,6h,1.97,
CC-SPD-1830,62,0.85,WATCH,12h,2.2,
CC-SPD-1830,62,0.85,WATCH,24h,2.36,
CC-SPD-1830,62,0.85,WATCH,48h,2.47,
CC-SPD-1830,62,0.85,WATCH,TypeII-24h-design,2.21,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,0.85,WARNING,1h,2.35,
CC-SPD-1830,62,0.85,WARNING,2h,2.56,
CC-SPD-1830,62,0.85,WARNING,3h,2.8,
CC-SPD-1830,62,0.85,WARNING,6h,3.42,
CC-SPD-1830,62,0.85,WARNING,12h,3.89,
CC-SPD-1830,62,0.85,WARNING,24h,4.24,
CC-SPD-1830,62,0.85,WARNING,48h,4.49,
CC-SPD-1830,62,0.85,WARNING,TypeII-24h-design,3.56,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,0.85,EMERGENCY,1h,3.77,
CC-SPD-1830,62,0.85,EMERGENCY,2h,4.32,
CC-SPD-1830,62,0.85,EMERGENCY,3h,4.59,
CC-SPD-1830,62,0.85,EMERGENCY,6h,6.11,
CC-SPD-1830,62,0.85,EMERGENCY,12h,7.1,
CC-SPD-1830,62,0.85,EMERGENCY,24h,7.83,
CC-SPD-1830,62,0.85,EMERGENCY,48h,8.36,
CC-SPD-1830,62,0.85,EMERGENCY,TypeII-24h-design,6.0,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,1.0,WATCH,1h,1.21,
CC-SPD-1830,62,1.0,WATCH,2h,1.28,
CC-SPD-1830,62,1.0,WATCH,3h,1.42,
CC-SPD-1830,62,1.0,WATCH,6h,1.63,
CC-SPD-1830,62,1.0,WATCH,12h,1.83,
CC-SPD-1830,62,1.0,WATCH,24h,1.97,
CC-SPD-1830,62,1.0,WATCH,48h,2.06,
CC-SPD-1830,62,1.0,WATCH,TypeII-24h-design,1.79,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,1.0,WARNING,1h,1.98,
CC-SPD-1830,62,1.0,WARNING,2h,2.18,
CC-SPD-1830,62,1.0,WARNING,3h,2.37,
CC-SPD-1830,62,1.0,WARNING,6h,2.98,
CC-SPD-1830,62,1.0,WARNING,12h,3.42,
CC-SPD-1830,62,1.0,WARNING,24h,3.74,
CC-SPD-1830,62,1.0,WARNING,48h,3.97,
CC-SPD-1830,62,1.0,WARNING,TypeII-24h-design,3.04,LEGACY design storm - the shape the old single-column table used
CC-SPD-1830,62,1.0,EMERGENCY,1h,3.31,
CC-SPD-1830,62,1.0,EMERGENCY,2h,3.86,
CC-SPD-1830,62,1.0,EMERGENCY,3h,4.06,
CC-SPD-1830,62,1.0,EMERGENCY,6h,5.57,
CC-SPD-1830,62,1.0,EMERGENCY,12h,6.5,
CC-SPD-1830,62,1.0,EMERGENCY,24h,7.22,
CC-SPD-1830,62,1.0,EMERGENCY,48h,7.74,
CC-SPD-1830,62,1.0,EMERGENCY,TypeII-24h-design,5.37,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,0.15,WATCH,1h,3.19,
CC-COX-097,29,0.15,WATCH,2h,3.33,
CC-COX-097,29,0.15,WATCH,3h,3.84,
CC-COX-097,29,0.15,WATCH,6h,4.32,
CC-COX-097,29,0.15,WATCH,12h,4.78,
CC-COX-097,29,0.15,WATCH,24h,5.09,
CC-COX-097,29,0.15,WATCH,48h,5.3,
CC-COX-097,29,0.15,WATCH,TypeII-24h-design,4.77,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,0.15,WARNING,1h,4.41,
CC-COX-097,29,0.15,WARNING,2h,4.8,
CC-COX-097,29,0.15,WARNING,3h,5.43,
CC-COX-097,29,0.15,WARNING,6h,6.6,
CC-COX-097,29,0.15,WARNING,12h,7.46,
CC-COX-097,29,0.15,WARNING,24h,8.08,
CC-COX-097,29,0.15,WARNING,48h,8.52,
CC-COX-097,29,0.15,WARNING,TypeII-24h-design,6.92,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,0.15,EMERGENCY,1h,6.26,
CC-COX-097,29,0.15,EMERGENCY,2h,7.23,
CC-COX-097,29,0.15,EMERGENCY,3h,8.01,
CC-COX-097,29,0.15,EMERGENCY,6h,10.43,
CC-COX-097,29,0.15,EMERGENCY,12h,12.05,
CC-COX-097,29,0.15,EMERGENCY,24h,13.26,
CC-COX-097,29,0.15,EMERGENCY,48h,14.12,
CC-COX-097,29,0.15,EMERGENCY,TypeII-24h-design,10.01,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,0.35,WATCH,1h,2.56,
CC-COX-097,29,0.35,WATCH,2h,2.69,
CC-COX-097,29,0.35,WATCH,3h,3.09,
CC-COX-097,29,0.35,WATCH,6h,3.55,
CC-COX-097,29,0.35,WATCH,12h,3.94,
CC-COX-097,29,0.35,WATCH,24h,4.21,
CC-COX-097,29,0.35,WATCH,48h,4.4,
CC-COX-097,29,0.35,WATCH,TypeII-24h-design,3.86,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,0.35,WARNING,1h,3.68,
CC-COX-097,29,0.35,WARNING,2h,4.05,
CC-COX-097,29,0.35,WARNING,3h,4.55,
CC-COX-097,29,0.35,WARNING,6h,5.66,
CC-COX-097,29,0.35,WARNING,12h,6.44,
CC-COX-097,29,0.35,WARNING,24h,7.02,
CC-COX-097,29,0.35,WARNING,48h,7.42,
CC-COX-097,29,0.35,WARNING,TypeII-24h-design,5.78,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,0.35,EMERGENCY,1h,5.31,
CC-COX-097,29,0.35,EMERGENCY,2h,6.35,
CC-COX-097,29,0.35,EMERGENCY,3h,6.88,
CC-COX-097,29,0.35,EMERGENCY,6h,9.32,
CC-COX-097,29,0.35,EMERGENCY,12h,10.85,
CC-COX-097,29,0.35,EMERGENCY,24h,12.0,
CC-COX-097,29,0.35,EMERGENCY,48h,12.82,
CC-COX-097,29,0.35,EMERGENCY,TypeII-24h-design,8.66,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,0.5,WATCH,1h,2.17,
CC-COX-097,29,0.5,WATCH,2h,2.3,
CC-COX-097,29,0.5,WATCH,3h,2.63,
CC-COX-097,29,0.5,WATCH,6h,3.06,
CC-COX-097,29,0.5,WATCH,12h,3.41,
CC-COX-097,29,0.5,WATCH,24h,3.66,
CC-COX-097,29,0.5,WATCH,48h,3.83,
CC-COX-097,29,0.5,WATCH,TypeII-24h-design,3.3,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,0.5,WARNING,1h,3.21,
CC-COX-097,29,0.5,WARNING,2h,3.58,
CC-COX-097,29,0.5,WARNING,3h,4.0,
CC-COX-097,29,0.5,WARNING,6h,5.07,
CC-COX-097,29,0.5,WARNING,12h,5.8,
CC-COX-097,29,0.5,WARNING,24h,6.34,
CC-COX-097,29,0.5,WARNING,48h,6.72,
CC-COX-097,29,0.5,WARNING,TypeII-24h-design,5.05,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,0.5,EMERGENCY,1h,4.7,
CC-COX-097,29,0.5,EMERGENCY,2h,5.79,
CC-COX-097,29,0.5,EMERGENCY,3h,6.16,
CC-COX-097,29,0.5,EMERGENCY,6h,8.61,
CC-COX-097,29,0.5,EMERGENCY,12h,10.09,
CC-COX-097,29,0.5,EMERGENCY,24h,11.22,
CC-COX-097,29,0.5,EMERGENCY,48h,12.01,
CC-COX-097,29,0.5,EMERGENCY,TypeII-24h-design,7.81,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,0.7,WATCH,1h,1.72,
CC-COX-097,29,0.7,WATCH,2h,1.84,
CC-COX-097,29,0.7,WATCH,3h,2.1,
CC-COX-097,29,0.7,WATCH,6h,2.5,
CC-COX-097,29,0.7,WATCH,12h,2.81,
CC-COX-097,29,0.7,WATCH,24h,3.03,
CC-COX-097,29,0.7,WATCH,48h,3.18,
CC-COX-097,29,0.7,WATCH,TypeII-24h-design,2.66,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,0.7,WARNING,1h,2.64,
CC-COX-097,29,0.7,WARNING,2h,3.04,
CC-COX-097,29,0.7,WARNING,3h,3.37,
CC-COX-097,29,0.7,WARNING,6h,4.38,
CC-COX-097,29,0.7,WARNING,12h,5.05,
CC-COX-097,29,0.7,WARNING,24h,5.56,
CC-COX-097,29,0.7,WARNING,48h,5.91,
CC-COX-097,29,0.7,WARNING,TypeII-24h-design,4.22,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,0.7,EMERGENCY,1h,3.99,
CC-COX-097,29,0.7,EMERGENCY,2h,5.14,
CC-COX-097,29,0.7,EMERGENCY,3h,5.31,
CC-COX-097,29,0.7,EMERGENCY,6h,7.81,
CC-COX-097,29,0.7,EMERGENCY,12h,9.24,
CC-COX-097,29,0.7,EMERGENCY,24h,10.33,
CC-COX-097,29,0.7,EMERGENCY,48h,11.11,
CC-COX-097,29,0.7,EMERGENCY,TypeII-24h-design,6.81,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,0.85,WATCH,1h,1.43,
CC-COX-097,29,0.85,WATCH,2h,1.55,
CC-COX-097,29,0.85,WATCH,3h,1.75,
CC-COX-097,29,0.85,WATCH,6h,2.13,
CC-COX-097,29,0.85,WATCH,12h,2.41,
CC-COX-097,29,0.85,WATCH,24h,2.61,
CC-COX-097,29,0.85,WATCH,48h,2.75,
CC-COX-097,29,0.85,WATCH,TypeII-24h-design,2.23,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,0.85,WARNING,1h,2.25,
CC-COX-097,29,0.85,WARNING,2h,2.68,
CC-COX-097,29,0.85,WARNING,3h,2.91,
CC-COX-097,29,0.85,WARNING,6h,3.92,
CC-COX-097,29,0.85,WARNING,12h,4.56,
CC-COX-097,29,0.85,WARNING,24h,5.04,
CC-COX-097,29,0.85,WARNING,48h,5.38,
CC-COX-097,29,0.85,WARNING,TypeII-24h-design,3.66,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,0.85,EMERGENCY,1h,3.52,
CC-COX-097,29,0.85,EMERGENCY,2h,4.72,
CC-COX-097,29,0.85,EMERGENCY,3h,4.75,
CC-COX-097,29,0.85,EMERGENCY,6h,7.3,
CC-COX-097,29,0.85,EMERGENCY,12h,8.7,
CC-COX-097,29,0.85,EMERGENCY,24h,9.77,
CC-COX-097,29,0.85,EMERGENCY,48h,10.55,
CC-COX-097,29,0.85,EMERGENCY,TypeII-24h-design,6.15,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,1.0,WATCH,1h,1.16,
CC-COX-097,29,1.0,WATCH,2h,1.28,
CC-COX-097,29,1.0,WATCH,3h,1.44,
CC-COX-097,29,1.0,WATCH,6h,1.79,
CC-COX-097,29,1.0,WATCH,12h,2.04,
CC-COX-097,29,1.0,WATCH,24h,2.23,
CC-COX-097,29,1.0,WATCH,48h,2.36,
CC-COX-097,29,1.0,WATCH,TypeII-24h-design,1.82,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,1.0,WARNING,1h,1.89,
CC-COX-097,29,1.0,WARNING,2h,2.34,
CC-COX-097,29,1.0,WARNING,3h,2.48,
CC-COX-097,29,1.0,WARNING,6h,3.5,
CC-COX-097,29,1.0,WARNING,12h,4.11,
CC-COX-097,29,1.0,WARNING,24h,4.57,
CC-COX-097,29,1.0,WARNING,48h,4.9,
CC-COX-097,29,1.0,WARNING,TypeII-24h-design,3.15,LEGACY design storm - the shape the old single-column table used
CC-COX-097,29,1.0,EMERGENCY,1h,3.08,
CC-COX-097,29,1.0,EMERGENCY,2h,4.34,
CC-COX-097,29,1.0,EMERGENCY,3h,4.24,
CC-COX-097,29,1.0,EMERGENCY,6h,6.85,
CC-COX-097,29,1.0,EMERGENCY,12h,8.23,
CC-COX-097,29,1.0,EMERGENCY,24h,9.31,
CC-COX-097,29,1.0,EMERGENCY,48h,10.08,
CC-COX-097,29,1.0,EMERGENCY,TypeII-24h-design,5.55,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,0.15,WATCH,1h,3.26,
CC-LB-171,36,0.15,WATCH,2h,3.41,
CC-LB-171,36,0.15,WATCH,3h,3.93,
CC-LB-171,36,0.15,WATCH,6h,4.33,
CC-LB-171,36,0.15,WATCH,12h,4.8,
CC-LB-171,36,0.15,WATCH,24h,5.14,
CC-LB-171,36,0.15,WATCH,48h,5.36,
CC-LB-171,36,0.15,WATCH,TypeII-24h-design,4.89,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,0.15,WARNING,1h,4.43,
CC-LB-171,36,0.15,WARNING,2h,4.88,
CC-LB-171,36,0.15,WARNING,3h,5.46,
CC-LB-171,36,0.15,WARNING,6h,6.58,
CC-LB-171,36,0.15,WARNING,12h,7.38,
CC-LB-171,36,0.15,WARNING,24h,7.97,
CC-LB-171,36,0.15,WARNING,48h,8.37,
CC-LB-171,36,0.15,WARNING,TypeII-24h-design,6.84,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,0.15,EMERGENCY,1h,6.19,
CC-LB-171,36,0.15,EMERGENCY,2h,7.15,
CC-LB-171,36,0.15,EMERGENCY,3h,7.78,
CC-LB-171,36,0.15,EMERGENCY,6h,10.12,
CC-LB-171,36,0.15,EMERGENCY,12h,11.6,
CC-LB-171,36,0.15,EMERGENCY,24h,12.71,
CC-LB-171,36,0.15,EMERGENCY,48h,13.49,
CC-LB-171,36,0.15,EMERGENCY,TypeII-24h-design,9.98,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,0.35,WATCH,1h,2.61,
CC-LB-171,36,0.35,WATCH,2h,2.77,
CC-LB-171,36,0.35,WATCH,3h,3.17,
CC-LB-171,36,0.35,WATCH,6h,3.55,
CC-LB-171,36,0.35,WATCH,12h,3.96,
CC-LB-171,36,0.35,WATCH,24h,4.25,
CC-LB-171,36,0.35,WATCH,48h,4.42,
CC-LB-171,36,0.35,WATCH,TypeII-24h-design,3.93,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,0.35,WARNING,1h,3.66,
CC-LB-171,36,0.35,WARNING,2h,4.09,
CC-LB-171,36,0.35,WARNING,3h,4.53,
CC-LB-171,36,0.35,WARNING,6h,5.59,
CC-LB-171,36,0.35,WARNING,12h,6.32,
CC-LB-171,36,0.35,WARNING,24h,6.86,
CC-LB-171,36,0.35,WARNING,48h,7.23,
CC-LB-171,36,0.35,WARNING,TypeII-24h-design,5.72,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,0.35,EMERGENCY,1h,5.27,
CC-LB-171,36,0.35,EMERGENCY,2h,6.21,
CC-LB-171,36,0.35,EMERGENCY,3h,6.7,
CC-LB-171,36,0.35,EMERGENCY,6h,8.95,
CC-LB-171,36,0.35,EMERGENCY,12h,10.34,
CC-LB-171,36,0.35,EMERGENCY,24h,11.39,
CC-LB-171,36,0.35,EMERGENCY,48h,12.14,
CC-LB-171,36,0.35,EMERGENCY,TypeII-24h-design,8.66,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,0.5,WATCH,1h,2.2,
CC-LB-171,36,0.5,WATCH,2h,2.37,
CC-LB-171,36,0.5,WATCH,3h,2.68,
CC-LB-171,36,0.5,WATCH,6h,3.06,
CC-LB-171,36,0.5,WATCH,12h,3.43,
CC-LB-171,36,0.5,WATCH,24h,3.67,
CC-LB-171,36,0.5,WATCH,48h,3.83,
CC-LB-171,36,0.5,WATCH,TypeII-24h-design,3.33,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,0.5,WARNING,1h,3.17,
CC-LB-171,36,0.5,WARNING,2h,3.59,
CC-LB-171,36,0.5,WARNING,3h,3.95,
CC-LB-171,36,0.5,WARNING,6h,4.97,
CC-LB-171,36,0.5,WARNING,12h,5.65,
CC-LB-171,36,0.5,WARNING,24h,6.16,
CC-LB-171,36,0.5,WARNING,48h,6.51,
CC-LB-171,36,0.5,WARNING,TypeII-24h-design,5.02,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,0.5,EMERGENCY,1h,4.69,
CC-LB-171,36,0.5,EMERGENCY,2h,5.62,
CC-LB-171,36,0.5,EMERGENCY,3h,6.01,
CC-LB-171,36,0.5,EMERGENCY,6h,8.21,
CC-LB-171,36,0.5,EMERGENCY,12h,9.55,
CC-LB-171,36,0.5,EMERGENCY,24h,10.57,
CC-LB-171,36,0.5,EMERGENCY,48h,11.29,
CC-LB-171,36,0.5,EMERGENCY,TypeII-24h-design,7.78,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,0.7,WATCH,1h,1.74,
CC-LB-171,36,0.7,WATCH,2h,1.9,
CC-LB-171,36,0.7,WATCH,3h,2.13,
CC-LB-171,36,0.7,WATCH,6h,2.51,
CC-LB-171,36,0.7,WATCH,12h,2.81,
CC-LB-171,36,0.7,WATCH,24h,3.02,
CC-LB-171,36,0.7,WATCH,48h,3.16,
CC-LB-171,36,0.7,WATCH,TypeII-24h-design,2.66,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,0.7,WARNING,1h,2.61,
CC-LB-171,36,0.7,WARNING,2h,3.02,
CC-LB-171,36,0.7,WARNING,3h,3.29,
CC-LB-171,36,0.7,WARNING,6h,4.26,
CC-LB-171,36,0.7,WARNING,12h,4.88,
CC-LB-171,36,0.7,WARNING,24h,5.35,
CC-LB-171,36,0.7,WARNING,48h,5.68,
CC-LB-171,36,0.7,WARNING,TypeII-24h-design,4.21,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,0.7,EMERGENCY,1h,4.01,
CC-LB-171,36,0.7,EMERGENCY,2h,4.94,
CC-LB-171,36,0.7,EMERGENCY,3h,5.22,
CC-LB-171,36,0.7,EMERGENCY,6h,7.37,
CC-LB-171,36,0.7,EMERGENCY,12h,8.66,
CC-LB-171,36,0.7,EMERGENCY,24h,9.64,
CC-LB-171,36,0.7,EMERGENCY,48h,10.34,
CC-LB-171,36,0.7,EMERGENCY,TypeII-24h-design,6.72,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,0.85,WATCH,1h,1.44,
CC-LB-171,36,0.85,WATCH,2h,1.58,
CC-LB-171,36,0.85,WATCH,3h,1.77,
CC-LB-171,36,0.85,WATCH,6h,2.14,
CC-LB-171,36,0.85,WATCH,12h,2.4,
CC-LB-171,36,0.85,WATCH,24h,2.59,
CC-LB-171,36,0.85,WATCH,48h,2.72,
CC-LB-171,36,0.85,WATCH,TypeII-24h-design,2.22,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,0.85,WARNING,1h,2.24,
CC-LB-171,36,0.85,WARNING,2h,2.64,
CC-LB-171,36,0.85,WARNING,3h,2.85,
CC-LB-171,36,0.85,WARNING,6h,3.79,
CC-LB-171,36,0.85,WARNING,12h,4.37,
CC-LB-171,36,0.85,WARNING,24h,4.81,
CC-LB-171,36,0.85,WARNING,48h,5.13,
CC-LB-171,36,0.85,WARNING,TypeII-24h-design,3.68,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,0.85,EMERGENCY,1h,3.56,
CC-LB-171,36,0.85,EMERGENCY,2h,4.5,
CC-LB-171,36,0.85,EMERGENCY,3h,4.7,
CC-LB-171,36,0.85,EMERGENCY,6h,6.83,
CC-LB-171,36,0.85,EMERGENCY,12h,8.08,
CC-LB-171,36,0.85,EMERGENCY,24h,9.05,
CC-LB-171,36,0.85,EMERGENCY,48h,9.74,
CC-LB-171,36,0.85,EMERGENCY,TypeII-24h-design,6.02,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,1.0,WATCH,1h,1.16,
CC-LB-171,36,1.0,WATCH,2h,1.3,
CC-LB-171,36,1.0,WATCH,3h,1.44,
CC-LB-171,36,1.0,WATCH,6h,1.79,
CC-LB-171,36,1.0,WATCH,12h,2.02,
CC-LB-171,36,1.0,WATCH,24h,2.19,
CC-LB-171,36,1.0,WATCH,48h,2.31,
CC-LB-171,36,1.0,WATCH,TypeII-24h-design,1.82,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,1.0,WARNING,1h,1.9,
CC-LB-171,36,1.0,WARNING,2h,2.29,
CC-LB-171,36,1.0,WARNING,3h,2.44,
CC-LB-171,36,1.0,WARNING,6h,3.35,
CC-LB-171,36,1.0,WARNING,12h,3.91,
CC-LB-171,36,1.0,WARNING,24h,4.33,
CC-LB-171,36,1.0,WARNING,48h,4.63,
CC-LB-171,36,1.0,WARNING,TypeII-24h-design,3.16,LEGACY design storm - the shape the old single-column table used
CC-LB-171,36,1.0,EMERGENCY,1h,3.14,
CC-LB-171,36,1.0,EMERGENCY,2h,4.09,
CC-LB-171,36,1.0,EMERGENCY,3h,4.17,
CC-LB-171,36,1.0,EMERGENCY,6h,6.35,
CC-LB-171,36,1.0,EMERGENCY,12h,7.59,
CC-LB-171,36,1.0,EMERGENCY,24h,8.54,
CC-LB-171,36,1.0,EMERGENCY,48h,9.23,
CC-LB-171,36,1.0,EMERGENCY,TypeII-24h-design,5.38,LEGACY design storm - the shape the old single-column table used
CC-WCU-2260,127,0.15,WATCH,1h,3.64,
CC-WCU-2260,127,0.15,WATCH,2h,3.67,
CC-WCU-2260,127,0.15,WATCH,3h,3.77,
CC-WCU-2260,127,0.15,WATCH,6h,4.0,
CC-WCU-2260,127,0.15,WATCH,12h,4.45,
CC-WCU-2260,127,0.15,WATCH,24h,4.75,
CC-WCU-2260,127,0.15,WATCH,48h,4.94,
CC-WCU-2260,127,0.15,WATCH,TypeII-24h-design,4.81,LEGACY design storm - the shape the old single-column table used
